student_id,course_id,assessment,score
SV011,ITE302,Final,7.2
SV012,PRJ301,Lab_1,6.5
SV012,PRJ301,Quiz_1,6.6
SV012,PRJ301,Lab_2,7.7
SV012,PRJ301,Quiz_2,7.1
SV012,PRJ301,ASM_1,7.5
SV012,PRJ301,Lab_3,7.1
SV012,PRJ301,Quiz_3,7.2
SV012,PRJ301,Lab_4,7.6
SV012,PRJ301,Quiz_4,6.9
SV012,PRJ301,ASM_2,7.2
SV012,PRJ301,Final,6.9
SV012,DBI202,Lab_1,6.6
SV012,DBI202,Quiz_1,6.9
SV012,DBI202,Lab_2,6.5
SV012,DBI202,Quiz_2,7.4
SV012,DBI202,ASM_1,6.3
SV012,DBI202,Lab_3,6.7
SV012,DBI202,Quiz_3,6.6
SV012,DBI202,Lab_4,7.5
SV012,DBI202,Quiz_4,6.9
SV012,DBI202,ASM_2,7.3
SV012,DBI202,Final,6.0
SV012,SWE201,Lab_1,7.6
SV012,SWE201,Quiz_1,7.2
SV012,SWE201,Lab_2,7.7
SV012,SWE201,Quiz_2,6.9
SV012,SWE201,ASM_1,7.8
SV012,SWE201,Lab_3,8.3
SV012,SWE201,Quiz_3,7.0
SV012,SWE201,Lab_4,6.9
SV012,SWE201,Quiz_4,7.9
SV012,SWE201,ASM_2,7.9
SV012,SWE201,Final,6.9
SV012,SWT301,Lab_1,6.6
SV012,SWT301,Quiz_1,6.1
SV012,SWT301,Lab_2,6.3
SV012,SWT301,Quiz_2,6.3
SV012,SWT301,ASM_1,6.4
SV012,SWT301,Lab_3,6.8
SV012,SWT301,Quiz_3,6.9
SV012,SWT301,Lab_4,7.6
SV012,SWT301,Quiz_4,6.3
SV012,SWT301,ASM_2,7.3
SV012,SWT301,Final,6.7
SV012,PRM392,Lab_1,7.3
SV012,PRM392,Quiz_1,6.4
SV012,PRM392,Lab_2,7.2
SV012,PRM392,Quiz_2,7.1
SV012,PRM392,ASM_1,7.2
SV012,PRM392,Lab_3,7.1
SV012,PRM392,Quiz_3,8.2
SV012,PRM392,Lab_4,6.7
SV012,PRM392,Quiz_4,6.7
SV012,PRM392,ASM_2,6.7
SV012,PRM392,Final,6.7
SV012,ITE302,Lab_1,7.3
SV012,ITE302,Quiz_1,7.4
SV012,ITE302,Lab_2,6.4
SV012,ITE302,Quiz_2,6.3
SV012,ITE302,ASM_1,6.9
SV012,ITE302,Lab_3,6.4
SV012,ITE302,Quiz_3,7.0
SV012,ITE302,Lab_4,6.8
SV012,ITE302,Quiz_4,5.9
SV012,ITE302,ASM_2,7.5
SV012,ITE302,Final,7.6
SV013,PRJ301,Lab_1,6.5
SV013,PRJ301,Quiz_1,6.8
SV013,PRJ301,Lab_2,6.9
SV013,PRJ301,Quiz_2,7.0
SV013,PRJ301,ASM_1,7.7
SV013,PRJ301,Lab_3,6.6
SV013,PRJ301,Quiz_3,6.3
SV013,PRJ301,Lab_4,6.0
SV013,PRJ301,Quiz_4,6.3
SV013,PRJ301,ASM_2,6.7
SV013,PRJ301,Final,7.6
SV013,DBI202,Lab_1,6.9
SV013,DBI202,Quiz_1,6.7
SV013,DBI202,Lab_2,7.3
SV013,DBI202,Quiz_2,8.0
SV013,DBI202,ASM_1,6.5
SV013,DBI202,Lab_3,6.5
SV013,DBI202,Quiz_3,7.3
SV013,DBI202,Lab_4,7.1
SV013,DBI202,Quiz_4,7.7
SV013,DBI202,ASM_2,7.0
SV013,DBI202,Final,6.6
SV013,SWE201,Lab_1,7.8
SV013,SWE201,Quiz_1,7.7
SV013,SWE201,Lab_2,7.5
SV013,SWE201,Quiz_2,7.8
SV013,SWE201,ASM_1,7.9
SV013,SWE201,Lab_3,8.0
SV013,SWE201,Quiz_3,7.6
SV013,SWE201,Lab_4,7.2
SV013,SWE201,Quiz_4,7.4
SV013,SWE201,ASM_2,7.9
SV013,SWE201,Final,6.9
SV013,SWT301,Lab_1,7.0
SV013,SWT301,Quiz_1,7.2
SV013,SWT301,Lab_2,7.8
SV013,SWT301,Quiz_2,7.3
SV013,SWT301,ASM_1,7.2
SV013,SWT301,Lab_3,6.5
SV013,SWT301,Quiz_3,7.6
SV013,SWT301,Lab_4,7.5
SV013,SWT301,Quiz_4,8.3
SV013,SWT301,ASM_2,7.0
SV013,SWT301,Final,7.3
SV013,PRM392,Lab_1,7.9
SV013,PRM392,Quiz_1,7.1
SV013,PRM392,Lab_2,7.3
SV013,PRM392,Quiz_2,7.4
SV013,PRM392,ASM_1,7.2
SV013,PRM392,Lab_3,6.9
SV013,PRM392,Quiz_3,7.2
SV013,PRM392,Lab_4,7.7
SV013,PRM392,Quiz_4,6.6
SV013,PRM392,ASM_2,7.2
SV013,PRM392,Final,6.8
SV013,ITE302,Lab_1,6.8
SV013,ITE302,Quiz_1,7.3
SV013,ITE302,Lab_2,7.8
SV013,ITE302,Quiz_2,8.4
SV013,ITE302,ASM_1,7.6
SV013,ITE302,Lab_3,7.3
SV013,ITE302,Quiz_3,8.5
SV013,ITE302,Lab_4,6.9
SV013,ITE302,Quiz_4,6.5
SV013,ITE302,ASM_2,7.8
SV013,ITE302,Final,7.3
SV014,PRJ301,Lab_1,6.8
SV014,PRJ301,Quiz_1,6.6
SV014,PRJ301,Lab_2,6.2
SV014,PRJ301,Quiz_2,5.8
SV014,PRJ301,ASM_1,6.9
SV014,PRJ301,Lab_3,6.8
SV014,PRJ301,Quiz_3,6.4
SV014,PRJ301,Lab_4,7.4
SV014,PRJ301,Quiz_4,6.0
SV014,PRJ301,ASM_2,5.7
SV014,PRJ301,Final,6.1
SV014,DBI202,Lab_1,7.1
SV014,DBI202,Quiz_1,6.9
SV014,DBI202,Lab_2,7.2
SV014,DBI202,Quiz_2,6.4
SV014,DBI202,ASM_1,7.7
SV014,DBI202,Lab_3,6.9
SV014,DBI202,Quiz_3,7.5
SV014,DBI202,Lab_4,7.1
SV014,DBI202,Quiz_4,7.2
SV014,DBI202,ASM_2,7.3
SV014,DBI202,Final,7.2
SV014,SWE201,Lab_1,8.0
SV014,SWE201,Quiz_1,7.4
SV014,SWE201,Lab_2,7.7
SV014,SWE201,Quiz_2,7.3
SV014,SWE201,ASM_1,8.0
SV014,SWE201,Lab_3,7.0
SV014,SWE201,Quiz_3,8.2
SV014,SWE201,Lab_4,7.3
SV014,SWE201,Quiz_4,6.6
SV014,SWE201,ASM_2,7.4
SV014,SWE201,Final,7.0
SV014,SWT301,Lab_1,7.1
SV014,SWT301,Quiz_1,7.2
SV014,SWT301,Lab_2,6.5
SV014,SWT301,Quiz_2,7.2
SV014,SWT301,ASM_1,6.2
SV014,SWT301,Lab_3,6.6
SV014,SWT301,Quiz_3,7.8
SV014,SWT301,Lab_4,7.8
SV014,SWT301,Quiz_4,7.6
SV014,SWT301,ASM_2,6.9
SV014,SWT301,Final,7.4
SV014,PRM392,Lab_1,6.4
SV014,PRM392,Quiz_1,7.7
SV014,PRM392,Lab_2,7.4
SV014,PRM392,Quiz_2,6.9
SV014,PRM392,ASM_1,7.0
SV014,PRM392,Lab_3,7.1
SV014,PRM392,Quiz_3,6.0
SV014,PRM392,Lab_4,6.9
SV014,PRM392,Quiz_4,6.7
SV014,PRM392,ASM_2,6.5
SV014,PRM392,Final,6.9
SV014,ITE302,Lab_1,8.2
SV014,ITE302,Quiz_1,7.6
SV014,ITE302,Lab_2,8.2
SV014,ITE302,Quiz_2,8.6
SV014,ITE302,ASM_1,8.4
SV014,ITE302,Lab_3,7.9
SV014,ITE302,Quiz_3,7.6
SV014,ITE302,Lab_4,8.2
SV014,ITE302,Quiz_4,8.1
SV014,ITE302,ASM_2,8.3
SV014,ITE302,Final,8.2
SV015,PRJ301,Lab_1,7.3
SV015,PRJ301,Quiz_1,8.2
SV015,PRJ301,Lab_2,7.6
SV015,PRJ301,Quiz_2,8.6
SV015,PRJ301,ASM_1,7.2
SV015,PRJ301,Lab_3,8.4
SV015,PRJ301,Quiz_3,7.6
SV015,PRJ301,Lab_4,7.2
SV015,PRJ301,Quiz_4,7.3
SV015,PRJ301,ASM_2,7.4
SV015,PRJ301,Final,7.7
SV015,DBI202,Lab_1,7.0
SV015,DBI202,Quiz_1,7.2
SV015,DBI202,Lab_2,8.3
SV015,DBI202,Quiz_2,8.1
SV015,DBI202,ASM_1,7.5
SV015,DBI202,Lab_3,7.3
SV015,DBI202,Quiz_3,7.3
SV015,DBI202,Lab_4,7.6
SV015,DBI202,Quiz_4,6.8
SV015,DBI202,ASM_2,7.1
SV015,DBI202,Final,6.4
SV015,SWE201,Lab_1,7.5
SV015,SWE201,Quiz_1,7.0
SV015,SWE201,Lab_2,8.0
SV015,SWE201,Quiz_2,6.6
SV015,SWE201,ASM_1,6.5
SV015,SWE201,Lab_3,7.3
SV015,SWE201,Quiz_3,7.7
SV015,SWE201,Lab_4,8.0
SV015,SWE201,Quiz_4,7.0
SV015,SWE201,ASM_2,7.7
SV015,SWE201,Final,7.2
SV015,SWT301,Lab_1,7.4
SV015,SWT301,Quiz_1,7.2
SV015,SWT301,Lab_2,6.1
SV015,SWT301,Quiz_2,7.7
SV015,SWT301,ASM_1,7.6
SV015,SWT301,Lab_3,6.6
SV015,SWT301,Quiz_3,7.1
SV015,SWT301,Lab_4,7.2
SV015,SWT301,Quiz_4,7.0
SV015,SWT301,ASM_2,6.6
SV015,SWT301,Final,6.6
SV015,PRM392,Lab_1,7.6
SV015,PRM392,Quiz_1,7.3
SV015,PRM392,Lab_2,6.8
SV015,PRM392,Quiz_2,7.4
SV015,PRM392,ASM_1,5.6
SV015,PRM392,Lab_3,7.6
SV015,PRM392,Quiz_3,6.1
SV015,PRM392,Lab_4,6.8
SV015,PRM392,Quiz_4,6.4
SV015,PRM392,ASM_2,6.3
SV015,PRM392,Final,7.6
SV015,ITE302,Lab_1,6.9
SV015,ITE302,Quiz_1,6.7
SV015,ITE302,Lab_2,7.0
SV015,ITE302,Quiz_2,6.8
SV015,ITE302,ASM_1,6.1
SV015,ITE302,Lab_3,7.3
SV015,ITE302,Quiz_3,6.5
SV015,ITE302,Lab_4,6.0
SV015,ITE302,Quiz_4,6.6
SV015,ITE302,ASM_2,7.5
SV015,ITE302,Final,7.2
SV016,PRJ301,Lab_1,6.7
SV016,PRJ301,Quiz_1,6.7
SV016,PRJ301,Lab_2,7.9
SV016,PRJ301,Quiz_2,7.0
SV016,PRJ301,ASM_1,7.0
SV016,PRJ301,Lab_3,7.3
SV016,PRJ301,Quiz_3,6.9
SV016,PRJ301,Lab_4,6.7
SV016,PRJ301,Quiz_4,6.7
SV016,PRJ301,ASM_2,6.8
SV016,PRJ301,Final,6.8
SV016,DBI202,Lab_1,7.4
SV016,DBI202,Quiz_1,7.7
SV016,DBI202,Lab_2,7.3
SV016,DBI202,Quiz_2,7.4
SV016,DBI202,ASM_1,6.4
SV016,DBI202,Lab_3,7.8
SV016,DBI202,Quiz_3,7.5
SV016,DBI202,Lab_4,7.9
SV016,DBI202,Quiz_4,5.9
SV016,DBI202,ASM_2,8.4
SV016,DBI202,Final,7.3
SV016,SWE201,Lab_1,7.0
SV016,SWE201,Quiz_1,7.9
SV016,SWE201,Lab_2,7.0
SV016,SWE201,Quiz_2,7.2
SV016,SWE201,ASM_1,8.5
SV016,SWE201,Lab_3,7.5
SV016,SWE201,Quiz_3,7.7
SV016,SWE201,Lab_4,8.0
SV016,SWE201,Quiz_4,7.8
SV016,SWE201,ASM_2,7.6
SV016,SWE201,Final,7.7
SV016,SWT301,Lab_1,8.2
SV016,SWT301,Quiz_1,7.9
SV016,SWT301,Lab_2,7.9
SV016,SWT301,Quiz_2,7.6
SV016,SWT301,ASM_1,7.2
SV016,SWT301,Lab_3,6.5
SV016,SWT301,Quiz_3,5.2
SV016,SWT301,Lab_4,6.2
SV016,SWT301,Quiz_4,4.4
SV016,SWT301,ASM_2,4.8
SV016,SWT301,Final,3.8
SV016,PRM392,Lab_1,7.1
SV016,PRM392,Quiz_1,6.7
SV016,PRM392,Lab_2,6.4
SV016,PRM392,Quiz_2,6.6
SV016,PRM392,ASM_1,5.6
SV016,PRM392,Lab_3,4.8
SV016,PRM392,Quiz_3,5.0
SV016,PRM392,Lab_4,4.8
SV016,PRM392,Quiz_4,3.2
SV016,PRM392,ASM_2,3.7
SV016,PRM392,Final,3.3
SV016,ITE302,Lab_1,7.5
SV016,ITE302,Quiz_1,6.4
SV016,ITE302,Lab_2,6.1
SV016,ITE302,Quiz_2,5.6
SV016,ITE302,ASM_1,5.3
SV016,ITE302,Lab_3,4.3
SV016,ITE302,Quiz_3,3.7
SV016,ITE302,Lab_4,4.8
SV016,ITE302,Quiz_4,3.2
SV016,ITE302,ASM_2,2.8
SV016,ITE302,Final,1.8
SV017,PRJ301,Lab_1,6.0
SV017,PRJ301,Quiz_1,7.5
SV017,PRJ301,Lab_2,7.2
SV017,PRJ301,Quiz_2,6.3
SV017,PRJ301,ASM_1,7.8
SV017,PRJ301,Lab_3,7.2
SV017,PRJ301,Quiz_3,6.5
SV017,PRJ301,Lab_4,5.4
SV017,PRJ301,Quiz_4,7.8
SV017,PRJ301,ASM_2,6.0
SV017,PRJ301,Final,5.9
SV017,DBI202,Lab_1,8.7
SV017,DBI202,Quiz_1,8.2
SV017,DBI202,Lab_2,7.8
SV017,DBI202,Quiz_2,7.8
SV017,DBI202,ASM_1,7.9
SV017,DBI202,Lab_3,7.9
SV017,DBI202,Quiz_3,7.7
SV017,DBI202,Lab_4,7.6
SV017,DBI202,Quiz_4,7.5
SV017,DBI202,ASM_2,7.1
SV017,DBI202,Final,7.4
SV017,SWE201,Lab_1,6.1
SV017,SWE201,Quiz_1,5.7
SV017,SWE201,Lab_2,5.6
SV017,SWE201,Quiz_2,6.2
SV017,SWE201,ASM_1,6.8
SV017,SWE201,Lab_3,6.6
SV017,SWE201,Quiz_3,5.4
SV017,SWE201,Lab_4,5.7
SV017,SWE201,Quiz_4,6.6
SV017,SWE201,ASM_2,5.7
SV017,SWE201,Final,6.0
SV017,SWT301,Lab_1,6.8
SV017,SWT301,Quiz_1,6.9
SV017,SWT301,Lab_2,5.8
SV017,SWT301,Quiz_2,5.8
SV017,SWT301,ASM_1,5.8
SV017,SWT301,Lab_3,4.5
SV017,SWT301,Quiz_3,5.1
SV017,SWT301,Lab_4,4.5
SV017,SWT301,Quiz_4,4.4
SV017,SWT301,ASM_2,3.8
SV017,SWT301,Final,4.0
SV017,PRM392,Lab_1,6.8
SV017,PRM392,Quiz_1,6.7
SV017,PRM392,Lab_2,6.5
SV017,PRM392,Quiz_2,5.9
SV017,PRM392,ASM_1,5.5
SV017,PRM392,Lab_3,4.7
SV017,PRM392,Quiz_3,4.3
SV017,PRM392,Lab_4,3.6
SV017,PRM392,Quiz_4,4.7
SV017,PRM392,ASM_2,2.8
SV017,PRM392,Final,2.7
SV017,ITE302,Lab_1,7.1
SV017,ITE302,Quiz_1,6.1
SV017,ITE302,Lab_2,6.5
SV017,ITE302,Quiz_2,5.1
SV017,ITE302,ASM_1,5.2
SV017,ITE302,Lab_3,4.2
SV017,ITE302,Quiz_3,5.3
SV017,ITE302,Lab_4,3.2
SV017,ITE302,Quiz_4,3.6
SV017,ITE302,ASM_2,3.4
SV017,ITE302,Final,2.8
SV018,PRJ301,Lab_1,6.8
SV018,PRJ301,Quiz_1,6.9
SV018,PRJ301,Lab_2,6.8
SV018,PRJ301,Quiz_2,7.4
SV018,PRJ301,ASM_1,8.0
SV018,PRJ301,Lab_3,6.6
SV018,PRJ301,Quiz_3,6.2
SV018,PRJ301,Lab_4,6.9
SV018,PRJ301,Quiz_4,8.2
SV018,PRJ301,ASM_2,6.5
SV018,PRJ301,Final,7.7
SV018,DBI202,Lab_1,7.6
SV018,DBI202,Quiz_1,8.1
SV018,DBI202,Lab_2,8.7
SV018,DBI202,Quiz_2,7.6
SV018,DBI202,ASM_1,7.7
SV018,DBI202,Lab_3,7.5
SV018,DBI202,Quiz_3,7.3
SV018,DBI202,Lab_4,7.5
SV018,DBI202,Quiz_4,7.2
SV018,DBI202,ASM_2,7.9
SV018,DBI202,Final,7.5
SV018,SWE201,Lab_1,6.3
SV018,SWE201,Quiz_1,7.3
SV018,SWE201,Lab_2,7.5
SV018,SWE201,Quiz_2,6.1
SV018,SWE201,ASM_1,7.3
SV018,SWE201,Lab_3,7.7
SV018,SWE201,Quiz_3,6.5
SV018,SWE201,Lab_4,8.0
SV018,SWE201,Quiz_4,7.3
SV018,SWE201,ASM_2,6.8
SV018,SWE201,Final,7.1
SV018,SWT301,Lab_1,7.3
SV018,SWT301,Quiz_1,7.5
SV018,SWT301,Lab_2,6.8
SV018,SWT301,Quiz_2,7.4
SV018,SWT301,ASM_1,6.6
SV018,SWT301,Lab_3,7.2
SV018,SWT301,Quiz_3,1.8
SV018,SWT301,Lab_4,1.9
SV018,SWT301,Quiz_4,2.9
SV018,SWT301,ASM_2,2.8
SV018,SWT301,Final,2.6
SV018,PRM392,Lab_1,6.3
SV018,PRM392,Quiz_1,7.1
SV018,PRM392,Lab_2,6.5
SV018,PRM392,Quiz_2,7.6
SV018,PRM392,ASM_1,6.7
SV018,PRM392,Lab_3,6.5
SV018,PRM392,Quiz_3,1.3
SV018,PRM392,Lab_4,1.5
SV018,PRM392,Quiz_4,1.4
SV018,PRM392,ASM_2,1.8
SV018,PRM392,Final,1.9
SV018,ITE302,Lab_1,5.9
SV018,ITE302,Quiz_1,5.7
SV018,ITE302,Lab_2,6.9
SV018,ITE302,Quiz_2,6.1
SV018,ITE302,ASM_1,5.5
SV018,ITE302,Lab_3,6.8
SV018,ITE302,Quiz_3,2.9
SV018,ITE302,Lab_4,1.6
SV018,ITE302,Quiz_4,2.0
SV018,ITE302,ASM_2,1.6
SV018,ITE302,Final,1.6
SV019,PRJ301,Lab_1,8.0
SV019,PRJ301,Quiz_1,8.0
SV019,PRJ301,Lab_2,8.0
SV019,PRJ301,Quiz_2,8.0
SV019,PRJ301,ASM_1,8.0
SV019,PRJ301,Lab_3,8.0
SV019,PRJ301,Quiz_3,8.0
SV019,PRJ301,Lab_4,8.0
SV019,PRJ301,Quiz_4,8.0
SV019,PRJ301,ASM_2,8.0
SV019,PRJ301,Final,8.0
SV019,DBI202,Lab_1,8.0
SV019,DBI202,Quiz_1,8.0
SV019,DBI202,Lab_2,8.0
SV019,DBI202,Quiz_2,8.0
SV019,DBI202,ASM_1,8.0
SV019,DBI202,Lab_3,8.0
SV019,DBI202,Quiz_3,8.0
SV019,DBI202,Lab_4,8.0
SV019,DBI202,Quiz_4,8.0
SV019,DBI202,ASM_2,8.0
SV019,DBI202,Final,8.0
SV019,SWE201,Lab_1,8.0
SV019,SWE201,Quiz_1,8.0
SV019,SWE201,Lab_2,8.0
SV019,SWE201,Quiz_2,8.0
SV019,SWE201,ASM_1,8.0
SV019,SWE201,Lab_3,8.0
SV019,SWE201,Quiz_3,8.0
SV019,SWE201,Lab_4,8.0
SV019,SWE201,Quiz_4,8.0
SV019,SWE201,ASM_2,8.0
SV019,SWE201,Final,8.0
SV019,SWT301,Lab_1,8.0
SV019,SWT301,Quiz_1,8.0
SV019,SWT301,Lab_2,8.0
SV019,SWT301,Quiz_2,8.0
SV019,SWT301,ASM_1,8.0
SV019,SWT301,Lab_3,8.0
SV019,SWT301,Quiz_3,8.0
SV019,SWT301,Lab_4,8.0
SV019,SWT301,Quiz_4,8.0
SV019,SWT301,ASM_2,8.0
SV019,SWT301,Final,8.0
SV019,PRM392,Lab_1,8.0
SV019,PRM392,Quiz_1,8.0
SV019,PRM392,Lab_2,8.0
SV019,PRM392,Quiz_2,8.0
SV019,PRM392,ASM_1,8.0
SV019,PRM392,Lab_3,8.0
SV019,PRM392,Quiz_3,8.0
SV019,PRM392,Lab_4,8.0
SV019,PRM392,Quiz_4,8.0
SV019,PRM392,ASM_2,8.0
SV019,PRM392,Final,8.0
SV019,ITE302,Lab_1,8.0
SV019,ITE302,Quiz_1,8.0
SV019,ITE302,Lab_2,8.0
SV019,ITE302,Quiz_2,8.0
SV019,ITE302,ASM_1,8.0
SV019,ITE302,Lab_3,8.0
SV019,ITE302,Quiz_3,8.0
SV019,ITE302,Lab_4,8.0
SV019,ITE302,Quiz_4,8.0
SV019,ITE302,ASM_2,8.0
SV019,ITE302,Final,8.0
SV020,PRJ301,Lab_1,5.0
SV020,DBI202,Lab_1,5.0
SV020,SWE201,Lab_1,5.0
SV020,SWT301,Lab_1,5.0
SV020,PRM392,Lab_1,5.0
SV020,ITE302,Lab_1,5.0
